area_sqft,bedrooms,bathrooms,floors,age_years,location_score,price
4921,4,4,2,30,8.02,28369848
1785,4,1,3,44,1.81,9263263
3250,1,4,2,15,8.63,20711167
4951,4,4,3,30,4.01,28296131
3234,1,1,3,28,6.74,19046013
4414,5,3,1,12,7.66,26803806
4970,2,4,3,22,1.32,26272683
1303,3,3,2,13,4.46,10190909
2766,4,4,1,38,6.44,17325476
2766,4,3,3,1,8.63,19638565
2238,5,3,1,11,7.46,15221128
2239,4,3,3,27,9.07,16376121
1935,1,3,2,31,1.74,10350335
1998,1,1,2,48,1.65,10416276
4827,2,4,1,23,7.42,27831973
2391,2,3,3,36,4.59,14128681
2195,2,2,3,28,5.33,13550661
4540,1,4,1,41,6.44,25194727
3698,2,4,1,17,9.87,23836154
1373,2,3,2,2,1.6,8845901
2702,1,4,1,12,1.98,14786703
3512,5,2,3,12,8.46,23745394
4337,4,2,1,41,1.18,22122358
1451,3,2,2,28,5.05,10248432
2745,1,4,1,1,7.97,18441012
2256,1,4,3,27,2.76,12150099
4858,3,3,1,47,2.68,25860159
4207,3,4,1,3,3.79,25145896
1107,2,4,1,4,2.35,8597325
486,3,3,2,38,7.11,5198254
4824,4,2,2,40,2.8,25996644
1607,4,3,2,4,3.04,11788186
2584,4,1,2,7,6.17,16881139
1057,4,4,3,33,9.71,10333941
4531,4,4,3,24,9.22,28057192
4154,2,1,2,26,8.78,24287995
4566,1,1,2,6,5.78,26298980
2506,3,1,2,35,3.68,14583497
3858,1,3,1,31,7.35,21999623
1880,3,2,3,20,4.51,12400341
1261,2,3,1,46,8.0,8999293
4147,2,1,2,17,1.15,22360290
3875,5,3,3,1,5.77,24774875
1175,5,4,2,45,4.04,8856247
2718,2,3,1,41,3.24,14358033
4498,2,1,3,4,6.96,26818589
1301,3,4,1,43,6.93,9765040
3684,2,2,3,41,1.33,19203706
4366,1,3,2,49,9.53,24703608
3145,3,3,3,37,4.26,18012254
1781,2,1,1,27,9.26,12298644
3601,3,2,1,30,6.25,19989417
957,3,4,1,43,6.87,7576654
3080,4,1,1,23,9.64,20001687
722,5,1,2,32,8.4,7660001
3981,3,3,1,38,2.26,20518651
4566,3,2,2,11,1.05,25081798
3010,4,1,3,38,3.78,17357020
752,2,3,1,8,5.4,7337882
2697,3,4,3,14,7.59,18065129
2275,4,1,3,22,6.95,15116001
1957,1,4,2,43,3.82,11048398
2841,4,4,1,44,5.88,17432404
3375,5,3,2,21,6.86,20805634
3464,5,2,1,35,5.62,20090476
3266,2,4,3,9,7.2,21184020
2353,2,1,2,27,5.37,14540890
587,5,2,1,34,5.77,5432995
3517,5,2,3,28,9.47,22454347
4154,3,3,2,4,4.5,23507708
1747,5,1,2,3,7.8,14859669
907,2,1,2,14,4.01,6485175
4852,5,3,2,29,3.99,27554090
2064,2,3,3,25,9.34,15670616
1525,1,2,3,22,7.29,11793195
1535,5,4,3,38,9.36,11866935
1329,2,4,3,28,9.95,12082390
2971,4,4,1,21,1.0,17262445
4262,3,4,3,34,9.85,26680388
4842,2,1,2,47,1.91,23120765
3477,5,1,2,46,1.63,17940317
4022,5,3,2,17,7.91,24474370
1775,1,3,2,34,4.15,10295916
3196,4,4,1,45,9.26,20487957
1108,2,3,2,32,5.9,9277086
1278,4,1,2,6,4.48,10508366
2763,1,4,2,33,1.66,14930221
1025,3,4,3,9,5.18,9140894
2801,4,1,3,23,3.5,16328087
3662,1,2,1,24,1.69,19346186
1516,2,4,1,47,7.03,10035249
4351,3,3,1,43,9.8,25962055
2497,5,2,2,26,4.41,15582223
3106,1,1,1,49,3.68,16431878
1078,5,2,3,5,1.81,9213915
1272,3,2,3,48,3.01,6989473
3110,1,4,3,7,3.56,19056136
2423,1,2,2,20,4.1,14383359
898,3,3,2,40,6.71,7112370
3641,2,4,1,18,2.03,21202059
524,1,1,1,33,1.53,2884255
1140,3,3,1,38,9.38,9878264
2114,4,4,1,42,8.19,14791047
1406,5,2,2,22,3.5,10314347
424,1,3,3,12,6.75,6560548
3546,4,4,2,41,6.33,20399634
3231,1,4,1,46,7.69,19383148
4425,2,1,2,38,8.73,25513705
3271,3,4,3,27,4.22,19465914
2317,1,1,2,5,6.95,15042136
2715,3,2,3,11,8.22,18111952
4890,1,4,1,2,7.29,28553041
3396,2,4,2,47,9.3,20308833
1909,2,2,1,19,5.45,12454644
1017,4,4,1,40,8.22,8347217
3861,2,4,3,41,9.19,24163844
1316,3,3,3,44,6.01,9485066
3865,2,1,1,7,1.16,20363002
4770,1,4,3,25,8.36,28482713
2260,2,4,3,37,8.61,14989822
1348,3,1,1,27,4.6,8593573
1657,1,3,1,34,3.06,10007257
3726,4,1,3,43,9.8,22421810
415,4,4,1,40,5.96,5134389
2395,4,2,1,40,5.65,14939669
2101,1,2,3,42,9.51,14449505
2446,4,3,2,37,4.67,14975876
1920,2,3,2,1,8.63,14137981
3250,1,4,1,6,7.31,20090608
4092,1,3,3,40,9.71,24917998
3241,1,4,1,24,4.86,19130412
1277,5,2,3,49,9.17,10781028
3366,3,3,1,31,6.12,19516180
1083,5,4,1,11,5.28,9423695
540,5,1,3,10,3.75,5640937
1853,5,3,1,9,5.97,13688935
4878,3,4,2,34,6.15,27839224
1312,5,4,2,43,9.09,11871916
486,4,1,3,3,7.34,7514042
2181,1,2,1,41,8.44,13568127
4886,1,1,2,1,7.92,29315747
730,2,4,3,43,3.49,5003955
538,4,1,3,27,2.85,4756400
2645,3,1,3,42,3.33,14548427
375,1,4,2,45,2.32,2193114
1656,5,2,2,46,4.47,10712095
2630,2,1,2,13,6.89,16919229
4986,2,1,2,43,5.83,26808976
2202,1,3,1,28,7.11,13509011
4313,4,3,2,1,4.2,26203244
4970,2,4,3,33,2.85,27531883
2359,1,4,1,32,2.82,13443306
440,4,4,2,19,6.41,6238124
2089,1,3,1,46,2.48,9903721
3926,1,4,3,29,4.57,21997107
316,4,1,2,41,2.92,3193754
4648,4,1,1,25,6.96,26483521
764,4,2,2,19,6.54,7725967
4771,1,4,1,0,4.43,27938172
2127,2,1,1,0,2.16,12155059
3328,3,1,3,24,2.91,18812780
819,3,2,3,32,5.25,6313752
389,1,1,2,22,9.75,6469871
3151,1,2,2,10,3.44,18513029
3143,2,2,1,43,2.72,16283237
2184,4,3,3,14,2.99,14312410
4471,1,1,3,13,7.37,25647728
1225,5,3,1,0,9.23,12987968
4034,4,1,3,32,1.68,21791389
1269,1,3,3,5,7.74,11016077
1394,5,2,1,22,5.45,10210073
3495,2,2,2,25,8.43,21444423
1704,5,2,2,2,4.79,12848834
3664,1,2,2,45,1.05,18386054
4590,3,1,1,5,7.15,28131157
4282,1,4,2,39,8.27,24998962
4623,3,1,1,24,9.12,27136127
4313,2,3,1,46,6.12,24290126
4856,2,1,3,16,2.1,25869106
3392,4,1,3,27,4.33,19835202
4459,4,3,2,31,8.06,26361167
2374,3,2,1,28,5.45,14611158
584,3,3,2,22,7.29,6169515
1487,2,3,2,40,1.04,7250449
426
